,BSH_Enzyme,Inhibitor,Bile_Acid,Run,Replicate,log2_concentration,fitted_values_7,fitted_se_7,ci_lwr_7,ci_upr_7,enzyme_baseline_7,inhibitor_baseline_7,enzyme_inhibitor_interaction_7,inhibitor_potency_7,enzyme_bileacid_interaction_7,fitted_values_9,fitted_se_9,ci_lwr_9,ci_upr_9,enzyme_baseline_9,enzyme_bileacid_interaction_9,enzyme_inhibitor_interaction_9,enzyme_inhibitor_bileacid_interaction_9,inhibitor_potency_9,Protein_Molecular_Weight,Protein_Aromaticity,Protein_Instability_Index,Protein_Isoelectric_Point,Protein_GRAVY,Protein_AA_Percent_A,Protein_AA_Percent_C,Protein_AA_Percent_D,Protein_AA_Percent_E,Protein_AA_Percent_F,Protein_AA_Percent_G,Protein_AA_Percent_H,Protein_AA_Percent_I,Protein_AA_Percent_K,Protein_AA_Percent_L,Protein_AA_Percent_M,Protein_AA_Percent_N,Protein_AA_Percent_P,Protein_AA_Percent_Q,Protein_AA_Percent_R,Protein_AA_Percent_S,Protein_AA_Percent_T,Protein_AA_Percent_V,Protein_AA_Percent_W,Protein_AA_Percent_Y,Protein_Organism,Inhibitor_IP_Conc,Inhibitor_Complexity,Inhibitor_H_Bond_Acceptor,Inhibitor_H_Bond_Donor,Inhibitor_Rotatable_Bonds,Inhibitor_Molecular_Weight,Inhibitor_Polar_Surface_Area,Bile_complexity,Bile_h_bond_acceptor,Bile_h_bond_donor,Bile_rotatable_bonds,Bile_molecular_weight,Bile_polar_surface_area
657,1011c,XIX,TUDCA,Run 6,1,0.5639352155105,-0.109575882647505,0.747519916958725,-1.58149369727446,1.34878437720374,3.11285483103175,-9.24171771015703,0.701939240303705,2.41091559072804,0.624689646963009,1.19952926843269,1.18524878009259,-1.03904339861577,3.6071318193472,2.21796608396708,8.22299025417329,1.41394287548861,1.29789014380194,1.29789014380194,36385.15,0.105,31.467,4.623,-0.348,0.049,0.012,0.077,0.062,0.049,0.055,0.028,0.055,0.055,0.089,0.018,0.086,0.046,0.025,0.015,0.071,0.08,0.071,0.003,0.052,Lactobacillus johnsonii,100.0,572.0,5.0,3.0,1.0,346.4,87.0,858.0,6,4,7,499.7,132.0
658,1011c,XIX,TUDCA,Run 6,2,1.82102858026135,-0.0840568342935747,0.732990081797021,-1.51086890148145,1.36245221916287,3.11285483103175,-9.24171771015703,0.701939240303705,2.41091559072804,0.624689646963009,1.24358737824449,1.20178017829086,-1.02072887963337,3.69024941926679,2.21796608396708,8.22299025417329,1.41394287548861,1.29789014380194,1.29789014380194,36385.15,0.105,31.467,4.623,-0.348,0.049,0.012,0.077,0.062,0.049,0.055,0.028,0.055,0.055,0.089,0.018,0.086,0.046,0.025,0.015,0.071,0.08,0.071,0.003,0.052,Lactobacillus johnsonii,100.0,572.0,5.0,3.0,1.0,346.4,87.0,858.0,6,4,7,499.7,132.0
659,1011c,XIX,TUDCA,Run 6,3,1.58627107977467,-0.0645391513202106,0.755147320333566,-1.54035696428173,1.41982053142585,3.11285483103175,-9.24171771015703,0.701939240303705,2.41091559072804,0.624689646963009,1.27668724189052,1.17494518633197,-0.983613565336478,3.62217156508483,2.21796608396708,8.22299025417329,1.41394287548861,1.29789014380194,1.29789014380194,36385.15,0.105,31.467,4.623,-0.348,0.049,0.012,0.077,0.062,0.049,0.055,0.028,0.055,0.055,0.089,0.018,0.086,0.046,0.025,0.015,0.071,0.08,0.071,0.003,0.052,Lactobacillus johnsonii,100.0,572.0,5.0,3.0,1.0,346.4,87.0,858.0,6,4,7,499.7,132.0
660,1011c,XV,GCA,Run 2,1,-0.921335722954116,-0.40833101644497,0.742776798762539,-1.79920972353978,1.11247532760937,3.11285483103175,-6.54142002198186,-2.8134411589449,5.92629598997665,1.24822746031924,-1.31507633445344,1.19346937803431,-3.61388860668287,1.06451135521163,2.21796608396708,4.85308689284523,-6.07494325623636,4.365735930938,4.365735930938,36385.15,0.105,31.467,4.623,-0.348,0.049,0.012,0.077,0.062,0.049,0.055,0.028,0.055,0.055,0.089,0.018,0.086,0.046,0.025,0.015,0.071,0.08,0.071,0.003,0.052,Lactobacillus johnsonii,100.0,422.0,3.0,1.0,4.0,294.3,46.5,772.0,7,4,6,464.6,133.0
661,1011c,XV,GCA,Run 2,2,-1.53106949272595,-0.475860798549409,0.732733784789572,-1.84298640143633,1.02933003493879,3.11285483103175,-6.54142002198186,-2.8134411589449,5.92629598997665,1.24822746031924,-1.41015024302981,1.20134781236912,-3.73614174714286,0.973141677344107,2.21796608396708,4.85308689284523,-6.07494325623636,4.365735930938,4.365735930938,36385.15,0.105,31.467,4.623,-0.348,0.049,0.012,0.077,0.062,0.049,0.055,0.028,0.055,0.055,0.089,0.018,0.086,0.046,0.025,0.015,0.071,0.08,0.071,0.003,0.052,Lactobacillus johnsonii,100.0,422.0,3.0,1.0,4.0,294.3,46.5,772.0,7,4,6,464.6,133.0
662,1011c,XV,GCA,Run 2,3,-1.20281688299969,-0.348280194137072,0.735230032871284,-1.72037419631194,1.1617275325435,3.11285483103175,-6.54142002198186,-2.8134411589449,5.92629598997665,1.24822746031924,-1.22371631103244,1.22563956559308,-3.56888313418969,1.23562396293518,2.21796608396708,4.85308689284523,-6.07494325623636,4.365735930938,4.365735930938,36385.15,0.105,31.467,4.623,-0.348,0.049,0.012,0.077,0.062,0.049,0.055,0.028,0.055,0.055,0.089,0.018,0.086,0.046,0.025,0.015,0.071,0.08,0.071,0.003,0.052,Lactobacillus johnsonii,100.0,422.0,3.0,1.0,4.0,294.3,46.5,772.0,7,4,6,464.6,133.0
663,1011c,XV,GCDCA,Run 2,1,3.22239242133645,0.56594459177517,0.721387534301073,-0.797371523391848,2.03046761106836,3.11285483103175,-6.54142002198186,-2.8134411589449,5.92629598997665,3.86722455141698,1.85608215180304,1.15485140811692,-0.368040057655192,4.15897746216314,2.21796608396708,4.91788609318026,-6.07494325623636,5.59236298192757,5.59236298192757,36385.15,0.105,31.467,4.623,-0.348,0.049,0.012,0.077,0.062,0.049,0.055,0.028,0.055,0.055,0.089,0.018,0.086,0.046,0.025,0.015,0.071,0.08,0.071,0.003,0.052,Lactobacillus johnsonii,100.0,422.0,3.0,1.0,4.0,294.3,46.5,727.0,5,4,6,449.6,107.0
664,1011c,XV,GCDCA,Run 2,2,0.684498174272071,0.498414809670731,0.719487064404341,-0.862255203938168,1.95813408852685,3.11285483103175,-6.54142002198186,-2.8134411589449,5.92629598997665,3.86722455141698,1.76100824322667,1.15105424773413,-0.421668078848333,4.09046457226945,2.21796608396708,4.91788609318026,-6.07494325623636,5.59236298192757,5.59236298192757,36385.15,0.105,31.467,4.623,-0.348,0.049,0.012,0.077,0.062,0.049,0.055,0.028,0.055,0.055,0.089,0.018,0.086,0.046,0.025,0.015,0.071,0.08,0.071,0.003,0.052,Lactobacillus johnsonii,100.0,422.0,3.0,1.0,4.0,294.3,46.5,727.0,5,4,6,449.6,107.0
665,1011c,XV,GCDCA,Run 2,3,1.13577677903047,0.625995414083068,0.721066391538547,-0.725324511503239,2.10125574332786,3.11285483103175,-6.54142002198186,-2.8134411589449,5.92629598997665,3.86722455141698,1.94744217522405,1.15348615632515,-0.263690075231756,4.25797565756282,2.21796608396708,4.91788609318026,-6.07494325623636,5.59236298192757,5.59236298192757,36385.15,0.105,31.467,4.623,-0.348,0.049,0.012,0.077,0.062,0.049,0.055,0.028,0.055,0.055,0.089,0.018,0.086,0.046,0.025,0.015,0.071,0.08,0.071,0.003,0.052,Lactobacillus johnsonii,100.0,422.0,3.0,1.0,4.0,294.3,46.5,727.0,5,4,6,449.6,107.0
666,1011c,XV,GDCA,Run 2,1,3.77430495599071,0.577727481328893,0.728690070608147,-0.721099724018675,2.13536535276526,3.11285483103175,-6.54142002198186,-2.8134411589449,5.92629598997665,2.99369609066356,3.09031739561703,1.29911266410667,0.591431575375099,5.68395321867324,2.21796608396708,4.62884865844204,-6.07494325623636,5.22452426452944,5.22452426452944,36385.15,0.105,31.467,4.623,-0.348,0.049,0.012,0.077,0.062,0.049,0.055,0.028,0.055,0.055,0.089,0.018,0.086,0.046,0.025,0.015,0.071,0.08,0.071,0.003,0.052,Lactobacillus johnsonii,100.0,422.0,3.0,1.0,4.0,294.3,46.5,727.0,5,4,6,449.6,107.0
667,1011c,XV,GDCA,Run 2,2,2.4594316186373,0.510197699224454,0.745408239335123,-0.815109190313128,2.10689110788055,3.11285483103175,-6.54142002198186,-2.8134411589449,5.92629598997665,2.99369609066356,2.99524348704065,1.27700906043099,0.55865137723261,5.56452689412209,2.21796608396708,4.62884865844204,-6.07494325623636,5.22452426452944,5.22452426452944,36385.15,0.105,31.467,4.623,-0.348,0.049,0.012,0.077,0.062,0.049,0.055,0.028,0.055,0.055,0.089,0.018,0.086,0.046,0.025,0.015,0.071,0.08,0.071,0.003,0.052,Lactobacillus johnsonii,100.0,422.0,3.0,1.0,4.0,294.3,46.5,727.0,5,4,6,449.6,107.0
668,1011c,XV,GDCA,Run 2,3,2.94485844580754,0.637778303636791,0.734063701167692,-0.691060900222973,2.18646880835438,3.11285483103175,-6.54142002198186,-2.8134411589449,5.92629598997665,2.99369609066356,3.18167741903803,1.27355378858337,0.684859347451167,5.67719019869797,2.21796608396708,4.62884865844204,-6.07494325623636,5.22452426452944,5.22452426452944,36385.15,0.105,31.467,4.623,-0.348,0.049,0.012,0.077,0.062,0.049,0.055,0.028,0.055,0.055,0.089,0.018,0.086,0.046,0.025,0.015,0.071,0.08,0.071,0.003,0.052,Lactobacillus johnsonii,100.0,422.0,3.0,1.0,4.0,294.3,46.5,727.0,5,4,6,449.6,107.0
669,1011c,XV,GLCA,Run 2,1,-2.43035055477335,-0.640681386758528,0.743718708250377,-1.99933403129658,0.916043305044898,3.11285483103175,-6.54142002198186,-2.8134411589449,5.92629598997665,4.79064537774658,-1.954349553499,1.24271282796258,-4.30692664102787,0.564507644585451,2.21796608396708,5.75689650937282,-6.07494325623636,-4.03644397981236,-4.03644397981236,36385.15,0.105,31.467,4.623,-0.348,0.049,0.012,0.077,0.062,0.049,0.055,0.028,0.055,0.055,0.089,0.018,0.086,0.046,0.025,0.015,0.071,0.08,0.071,0.003,0.052,Lactobacillus johnsonii,100.0,422.0,3.0,1.0,4.0,294.3,46.5,695.0,4,3,6,433.6,86.6
670,1011c,XV,GLCA,Run 2,2,-1.51823638692034,-0.708211168862967,0.734730153878176,-2.05335506155611,0.826787141646345,3.11285483103175,-6.54142002198186,-2.8134411589449,5.92629598997665,4.79064537774658,-2.04942346207537,1.24606237690788,-4.444071369344,0.440493148134887,2.21796608396708,5.75689650937282,-6.07494325623636,-4.03644397981236,-4.03644397981236,36385.15,0.105,31.467,4.623,-0.348,0.049,0.012,0.077,0.062,0.049,0.055,0.028,0.055,0.055,0.089,0.018,0.086,0.046,0.025,0.015,0.071,0.08,0.071,0.003,0.052,Lactobacillus johnsonii,100.0,422.0,3.0,1.0,4.0,294.3,46.5,695.0,4,3,6,433.6,86.6
671,1011c,XV,GLCA,Run 2,3,-2.0,-0.58063056445063,0.744948436284265,-1.92484463495326,0.995353235281059,3.11285483103175,-6.54142002198186,-2.8134411589449,5.92629598997665,4.79064537774658,-1.862989530078,1.24409549956001,-4.22771987483325,0.649134483441989,2.21796608396708,5.75689650937282,-6.07494325623636,-4.03644397981236,-4.03644397981236,36385.15,0.105,31.467,4.623,-0.348,0.049,0.012,0.077,0.062,0.049,0.055,0.028,0.055,0.055,0.089,0.018,0.086,0.046,0.025,0.015,0.071,0.08,0.071,0.003,0.052,Lactobacillus johnsonii,100.0,422.0,3.0,1.0,4.0,294.3,46.5,695.0,4,3,6,433.6,86.6
672,1011c,XV,GUDCA,Run 2,1,2.21698703831436,-1.46005329022783,0.740841729402665,-2.87246185970699,0.0316377195514591,3.11285483103175,-6.54142002198186,-2.8134411589449,5.92629598997665,0.0517224764312709,1.96705237679625,1.28787075035217,-0.572501758774603,4.47595158260591,2.21796608396708,1.10764539510183,-6.07494325623636,8.55109522369463,8.55109522369463,36385.15,0.105,31.467,4.623,-0.348,0.049,0.012,0.077,0.062,0.049,0.055,0.028,0.055,0.055,0.089,0.018,0.086,0.046,0.025,0.015,0.071,0.08,0.071,0.003,0.052,Lactobacillus johnsonii,100.0,422.0,3.0,1.0,4.0,294.3,46.5,727.0,5,4,6,449.6,107.0
673,1011c,XV,GUDCA,Run 2,2,0.790037693369939,-1.52758307233227,0.731373248840437,-2.91551631417676,-0.0485331787222431,3.11285483103175,-6.54142002198186,-2.8134411589449,5.92629598997665,0.0517224764312709,1.87197846821988,1.29564370573632,-0.696576683642287,4.3823466428441,2.21796608396708,1.10764539510183,-6.07494325623636,8.55109522369463,8.55109522369463,36385.15,0.105,31.467,4.623,-0.348,0.049,0.012,0.077,0.062,0.049,0.055,0.028,0.055,0.055,0.089,0.018,0.086,0.046,0.025,0.015,0.071,0.08,0.071,0.003,0.052,Lactobacillus johnsonii,100.0,422.0,3.0,1.0,4.0,294.3,46.5,727.0,5,4,6,449.6,107.0
674,1011c,XV,GUDCA,Run 2,3,2.51306958223937,-1.40000246791993,0.729386895508881,-2.81948875362726,0.0397078767675487,3.11285483103175,-6.54142002198186,-2.8134411589449,5.92629598997665,0.0517224764312709,2.05841240021726,1.278558526143,-0.378904833705172,4.63304458877538,2.21796608396708,1.10764539510183,-6.07494325623636,8.55109522369463,8.55109522369463,36385.15,0.105,31.467,4.623,-0.348,0.049,0.012,0.077,0.062,0.049,0.055,0.028,0.055,0.055,0.089,0.018,0.086,0.046,0.025,0.015,0.071,0.08,0.071,0.003,0.052,Lactobacillus johnsonii,100.0,422.0,3.0,1.0,4.0,294.3,46.5,727.0,5,4,6,449.6,107.0
675,1011c,XV,TCA,Run 2,1,-3.95437439805422,-0.93490428507975,0.748673797420998,-2.30248775824958,0.632313527640733,3.11285483103175,-6.54142002198186,-2.8134411589449,5.92629598997665,1.75935188388804,-3.68093473535012,1.37814896565752,-6.51303850184648,-1.110694556469,2.21796608396708,2.2251894222283,-6.07494325623636,0.983216798991581,0.983216798991581,36385.15,0.105,31.467,4.623,-0.348,0.049,0.012,0.077,0.062,0.049,0.055,0.028,0.055,0.055,0.089,0.018,0.086,0.046,0.025,0.015,0.071,0.08,0.071,0.003,0.052,Lactobacillus johnsonii,100.0,422.0,3.0,1.0,4.0,294.3,46.5,83.4,2,1,0,163.38,37.3
676,1011c,XV,TCA,Run 2,2,-3.7715051156795,-1.00243406718419,0.720235557757004,-2.36051158400347,0.462811802403986,3.11285483103175,-6.54142002198186,-2.8134411589449,5.92629598997665,1.75935188388804,-3.7760086439265,1.38653541624733,-6.59677114354977,-1.16155231186022,2.21796608396708,2.2251894222283,-6.07494325623636,0.983216798991581,0.983216798991581,36385.15,0.105,31.467,4.623,-0.348,0.049,0.012,0.077,0.062,0.049,0.055,0.028,0.055,0.055,0.089,0.018,0.086,0.046,0.025,0.015,0.071,0.08,0.071,0.003,0.052,Lactobacillus johnsonii,100.0,422.0,3.0,1.0,4.0,294.3,46.5,83.4,2,1,0,163.38,37.3
677,1011c,XV,TCA,Run 2,3,-3.1359239128337,-0.874853462771852,0.732944930804941,-2.21754322770076,0.65560090105461,3.11285483103175,-6.54142002198186,-2.8134411589449,5.92629598997665,1.75935188388804,-3.58957471192912,1.34530601356186,-6.35946171901946,-1.08586214585699,2.21796608396708,2.2251894222283,-6.07494325623636,0.983216798991581,0.983216798991581,36385.15,0.105,31.467,4.623,-0.348,0.049,0.012,0.077,0.062,0.049,0.055,0.028,0.055,0.055,0.089,0.018,0.086,0.046,0.025,0.015,0.071,0.08,0.071,0.003,0.052,Lactobacillus johnsonii,100.0,422.0,3.0,1.0,4.0,294.3,46.5,83.4,2,1,0,163.38,37.3
678,1011c,XV,TCDCA,Run 2,1,-1.25170851080189,-0.389640385890189,0.74004145389498,-1.74214085487819,1.15882164439013,3.11285483103175,-6.54142002198186,-2.8134411589449,5.92629598997665,2.11765864389679,-1.07404399895205,1.25853126722382,-3.62784023350674,1.30560233401063,2.21796608396708,1.88389344433436,-6.07494325623636,4.62937083521656,4.62937083521656,36385.15,0.105,31.467,4.623,-0.348,0.049,0.012,0.077,0.062,0.049,0.055,0.028,0.055,0.055,0.089,0.018,0.086,0.046,0.025,0.015,0.071,0.08,0.071,0.003,0.052,Lactobacillus johnsonii,100.0,422.0,3.0,1.0,4.0,294.3,46.5,858.0,6,4,7,499.7,132.0
679,1011c,XV,TCDCA,Run 2,2,-0.691546758514932,-0.457170167994627,0.741021449576855,-1.80223336292164,1.10257071941963,3.11285483103175,-6.54142002198186,-2.8134411589449,5.92629598997665,2.11765864389679,-1.16911790752843,1.24932955115958,-3.64514115414737,1.25223068639819,2.21796608396708,1.88389344433436,-6.07494325623636,4.62937083521656,4.62937083521656,36385.15,0.105,31.467,4.623,-0.348,0.049,0.012,0.077,0.062,0.049,0.055,0.028,0.055,0.055,0.089,0.018,0.086,0.046,0.025,0.015,0.071,0.08,0.071,0.003,0.052,Lactobacillus johnsonii,100.0,422.0,3.0,1.0,4.0,294.3,46.5,858.0,6,4,7,499.7,132.0
680,1011c,XV,TCDCA,Run 2,3,-1.59378555752012,-0.329589563582291,0.732769709675594,-1.67221729977997,1.20023996214836,3.11285483103175,-6.54142002198186,-2.8134411589449,5.92629598997665,2.11765864389679,-0.98268397553105,1.28352072152654,-3.57624812567078,1.45515310271326,2.21796608396708,1.88389344433436,-6.07494325623636,4.62937083521656,4.62937083521656,36385.15,0.105,31.467,4.623,-0.348,0.049,0.012,0.077,0.062,0.049,0.055,0.028,0.055,0.055,0.089,0.018,0.086,0.046,0.025,0.015,0.071,0.08,0.071,0.003,0.052,Lactobacillus johnsonii,100.0,422.0,3.0,1.0,4.0,294.3,46.5,858.0,6,4,7,499.7,132.0
681,1011c,XV,TDCA,Run 2,1,0.0942393279683265,0.177940592053527,0.744356448177599,-1.16979362356452,1.74808365329166,3.11285483103175,-6.54142002198186,-2.8134411589449,5.92629598997665,2.44235328329156,-0.245001421997869,1.18177822736211,-2.52535336655572,2.10721728470373,2.21796608396708,2.55352942342013,-6.07494325623636,5.11969785307009,5.11969785307009,36385.15,0.105,31.467,4.623,-0.348,0.049,0.012,0.077,0.062,0.049,0.055,0.028,0.055,0.055,0.089,0.018,0.086,0.046,0.025,0.015,0.071,0.08,0.071,0.003,0.052,Lactobacillus johnsonii,100.0,422.0,3.0,1.0,4.0,294.3,46.5,858.0,6,4,7,499.7,132.0
682,1011c,XV,TDCA,Run 2,2,-1.12449854211789,0.110410809949089,0.749268922891769,-1.29175831026496,1.64537586747078,3.11285483103175,-6.54142002198186,-2.8134411589449,5.92629598997665,2.44235328329156,-0.340075330574242,1.20351615910093,-2.65218071787424,2.06560262580142,2.21796608396708,2.55352942342013,-6.07494325623636,5.11969785307009,5.11969785307009,36385.15,0.105,31.467,4.623,-0.348,0.049,0.012,0.077,0.062,0.049,0.055,0.028,0.055,0.055,0.089,0.018,0.086,0.046,0.025,0.015,0.071,0.08,0.071,0.003,0.052,Lactobacillus johnsonii,100.0,422.0,3.0,1.0,4.0,294.3,46.5,858.0,6,4,7,499.7,132.0
683,1011c,XV,TDCA,Run 2,3,0.404390255079335,0.237991414361425,0.74534972584053,-1.13088222574869,1.79088869954619,3.11285483103175,-6.54142002198186,-2.8134411589449,5.92629598997665,2.44235328329156,-0.153641398576867,1.18066555368329,-2.43312033847479,2.19508863196372,2.21796608396708,2.55352942342013,-6.07494325623636,5.11969785307009,5.11969785307009,36385.15,0.105,31.467,4.623,-0.348,0.049,0.012,0.077,0.062,0.049,0.055,0.028,0.055,0.055,0.089,0.018,0.086,0.046,0.025,0.015,0.071,0.08,0.071,0.003,0.052,Lactobacillus johnsonii,100.0,422.0,3.0,1.0,4.0,294.3,46.5,858.0,6,4,7,499.7,132.0
684,1011c,XV,TLCA,Run 2,1,-2.12118634652006,0.21279727591047,0.734189945790857,-1.1961847722786,1.68183981522156,3.11285483103175,-6.54142002198186,-2.8134411589449,5.92629598997665,4.6474853102006,-0.226185307346589,1.34195300084316,-2.83212417543672,2.42833158786845,2.21796608396708,4.87429569446218,-6.07494325623636,2.31453311641957,2.31453311641957,36385.15,0.105,31.467,4.623,-0.348,0.049,0.012,0.077,0.062,0.049,0.055,0.028,0.055,0.055,0.089,0.018,0.086,0.046,0.025,0.015,0.071,0.08,0.071,0.003,0.052,Lactobacillus johnsonii,100.0,422.0,3.0,1.0,4.0,294.3,46.5,825.0,5,3,7,483.7,112.0
685,1011c,XV,TLCA,Run 2,2,0.348895142487632,0.145267493806031,0.727841502009233,-1.25032744212012,1.60281124575607,3.11285483103175,-6.54142002198186,-2.8134411589449,5.92629598997665,4.6474853102006,-0.321259215922962,1.29808533450524,-2.93681133592624,2.15168317533429,2.21796608396708,4.87429569446218,-6.07494325623636,2.31453311641957,2.31453311641957,36385.15,0.105,31.467,4.623,-0.348,0.049,0.012,0.077,0.062,0.049,0.055,0.028,0.055,0.055,0.089,0.018,0.086,0.046,0.025,0.015,0.071,0.08,0.071,0.003,0.052,Lactobacillus johnsonii,100.0,422.0,3.0,1.0,4.0,294.3,46.5,825.0,5,3,7,483.7,112.0
686,1011c,XV,TLCA,Run 2,3,0.890770930245241,0.272848098218368,0.738876499169241,-1.13354090181079,1.76285497493263,3.11285483103175,-6.54142002198186,-2.8134411589449,5.92629598997665,4.6474853102006,-0.134825283925587,1.33709765340952,-2.77154961203535,2.46987318932995,2.21796608396708,4.87429569446218,-6.07494325623636,2.31453311641957,2.31453311641957,36385.15,0.105,31.467,4.623,-0.348,0.049,0.012,0.077,0.062,0.049,0.055,0.028,0.055,0.055,0.089,0.018,0.086,0.046,0.025,0.015,0.071,0.08,0.071,0.003,0.052,Lactobacillus johnsonii,100.0,422.0,3.0,1.0,4.0,294.3,46.5,825.0,5,3,7,483.7,112.0
687,1011c,XV,TUDCA,Run 2,1,-1.33930787706262,-0.294127511482258,0.75046392297224,-1.68747397732306,1.25434460072813,3.11285483103175,-6.54142002198186,-2.8134411589449,5.92629598997665,0.624689646963009,-0.919615683679029,1.26517818612304,-3.54709137879679,1.41240711080551,2.21796608396708,8.22299025417329,-6.07494325623636,-0.697731536432112,-0.697731536432112,36385.15,0.105,31.467,4.623,-0.348,0.049,0.012,0.077,0.062,0.049,0.055,0.028,0.055,0.055,0.089,0.018,0.086,0.046,0.025,0.015,0.071,0.08,0.071,0.003,0.052,Lactobacillus johnsonii,100.0,422.0,3.0,1.0,4.0,294.3,46.5,858.0,6,4,7,499.7,132.0
688,1011c,XV,TUDCA,Run 2,2,-0.766775655609795,-0.361657293586697,0.751355908690235,-1.74142198906045,1.20389317300527,3.11285483103175,-6.54142002198186,-2.8134411589449,5.92629598997665,0.624689646963009,-1.0146895922554,1.24477057018549,-3.62202326597041,1.25747736915671,2.21796608396708,8.22299025417329,-6.07494325623636,-0.697731536432112,-0.697731536432112,36385.15,0.105,31.467,4.623,-0.348,0.049,0.012,0.077,0.062,0.049,0.055,0.028,0.055,0.055,0.089,0.018,0.086,0.046,0.025,0.015,0.071,0.08,0.071,0.003,0.052,Lactobacillus johnsonii,100.0,422.0,3.0,1.0,4.0,294.3,46.5,858.0,6,4,7,499.7,132.0
689,1011c,XV,TUDCA,Run 2,3,-0.417888649490353,-0.23407668917436,0.757164342008511,-1.61770231918399,1.35038190148938,3.11285483103175,-6.54142002198186,-2.8134411589449,5.92629598997665,0.624689646963009,-0.828255660258027,1.25396047951711,-3.40197392109069,1.51355115861639,2.21796608396708,8.22299025417329,-6.07494325623636,-0.697731536432112,-0.697731536432112,36385.15,0.105,31.467,4.623,-0.348,0.049,0.012,0.077,0.062,0.049,0.055,0.028,0.055,0.055,0.089,0.018,0.086,0.046,0.025,0.015,0.071,0.08,0.071,0.003,0.052,Lactobacillus johnsonii,100.0,422.0,3.0,1.0,4.0,294.3,46.5,858.0,6,4,7,499.7,132.0
690,1011c,XVI,GCA,Run 5,1,-0.190194803294044,-0.48866306153095,0.761403537280366,-1.97438090464673,1.0103209614923,3.11285483103175,-8.21080456761115,0.715699662865133,2.39715516816662,1.24822746031924,-0.0578831637873382,1.30327223658435,-2.68843677750117,2.42039038990949,2.21796608396708,4.85308689284523,0.680045595935013,0.0778123414962778,0.0778123414962781,36385.15,0.105,31.467,4.623,-0.348,0.049,0.012,0.077,0.062,0.049,0.055,0.028,0.055,0.055,0.089,0.018,0.086,0.046,0.025,0.015,0.071,0.08,0.071,0.003,0.052,Lactobacillus johnsonii,100.0,572.0,5.0,3.0,1.0,346.4,87.0,772.0,7,4,6,464.6,133.0
691,1011c,XVI,GCA,Run 5,2,-0.669082215560315,-0.595747987991665,0.746197164897328,-2.06383524038761,0.861257646009916,3.11285483103175,-8.21080456761115,0.715699662865133,2.39715516816662,1.24822746031924,-0.247547365482395,1.25654901838287,-2.80695001896059,2.11872213310028,2.21796608396708,4.85308689284523,0.680045595935013,0.0778123414962778,0.0778123414962781,36385.15,0.105,31.467,4.623,-0.348,0.049,0.012,0.077,0.062,0.049,0.055,0.028,0.055,0.055,0.089,0.018,0.086,0.046,0.025,0.015,0.071,0.08,0.071,0.003,0.052,Lactobacillus johnsonii,100.0,572.0,5.0,3.0,1.0,346.4,87.0,772.0,7,4,6,464.6,133.0
692,1011c,XVI,GCA,Run 5,3,0.750828247547952,-0.546055324354429,0.754986977156613,-2.08104848391934,0.878500466534586,3.11285483103175,-8.21080456761115,0.715699662865133,2.39715516816662,1.24822746031924,-0.15544121323613,1.29313633523783,-2.76731144936574,2.30178298476657,2.21796608396708,4.85308689284523,0.680045595935013,0.0778123414962778,0.0778123414962781,36385.15,0.105,31.467,4.623,-0.348,0.049,0.012,0.077,0.062,0.049,0.055,0.028,0.055,0.055,0.089,0.018,0.086,0.046,0.025,0.015,0.071,0.08,0.071,0.003,0.052,Lactobacillus johnsonii,100.0,572.0,5.0,3.0,1.0,346.4,87.0,772.0,7,4,6,464.6,133.0
693,1011c,XVI,GCDCA,Run 5,1,0.214237520305902,0.48561254668919,0.753322204999608,-1.0164419575567,1.93658108604176,3.11285483103175,-8.21080456761115,0.715699662865133,2.39715516816662,3.86722455141698,0.208424355871277,1.21412668872216,-2.04041236126337,2.71896425852751,2.21796608396708,4.91788609318026,0.680045595935013,0.0090486052603406,0.0090486052603404,36385.15,0.105,31.467,4.623,-0.348,0.049,0.012,0.077,0.062,0.049,0.055,0.028,0.055,0.055,0.089,0.018,0.086,0.046,0.025,0.015,0.071,0.08,0.071,0.003,0.052,Lactobacillus johnsonii,100.0,572.0,5.0,3.0,1.0,346.4,87.0,727.0,5,4,6,449.6,107.0
694,1011c,XVI,GCDCA,Run 5,2,-0.604742734517876,0.378527620228475,0.769500995467538,-1.16728121668217,1.84916268555058,3.11285483103175,-8.21080456761115,0.715699662865133,2.39715516816662,3.86722455141698,0.0187601541762202,1.20666981572134,-2.12955850782737,2.6005871698003,2.21796608396708,4.91788609318026,0.680045595935013,0.0090486052603406,0.0090486052603404,36385.15,0.105,31.467,4.623,-0.348,0.049,0.012,0.077,0.062,0.049,0.055,0.028,0.055,0.055,0.089,0.018,0.086,0.046,0.025,0.015,0.071,0.08,0.071,0.003,0.052,Lactobacillus johnsonii,100.0,572.0,5.0,3.0,1.0,346.4,87.0,727.0,5,4,6,449.6,107.0
